"id","player","atpname","birthdate","weight","height","turnedpro","birthplace","coaches","hand","backhand","ioc"
"A0C5","Dimitris Azoidis","Dimitris Azoidis","20001009","91","","","Limassol","","L","2H","GRE"
"A0CG","Shaheed Alam","Shaheed Alam","19980709","","","","","","R","2H","SGP"
"A0CH","Muhammad Althaf Dhaifullah","Muhammad Althaf Dhaifullah","20001119","","","","","","R","2H","INA"
"A0CJ","Duje Ajdukovic","Duje Ajdukovic","20010205","78","188","2018","Split, Croatia","Frane Nincevic","R","2H","CRO"
"A0CY","Luis Alberto Ayala","Luis Alberto Ayala","19591021","","","","","","","","CHI"
"A0D2","Mousa Alkotop","Mousa Alkotop","19980625","","","","","","","","JOR"
"A0DV","Arda Azkara","Arda Azkara","20030314","","","","","","","","TUR"
"A0DX","Robbie Arends","Robbie Arends","20011125","","","","Cape Town, South Africa","Anthony Harris","R","2H","RSA"
"A0E2","Carlos Alcaraz","Carlos Alcaraz","20030505","74","183","2018","El Palmar, Spain","Juan Carlos Ferrero, Samuel Lopez","R","2H","ESP"
"A0E6","Bekkhan Atlangeriev","Bekkhan Atlangeriev","20010312","78","185","","Moscow","Sergey Kozak","R","Unknown","RUS"
"A0EA","Max Alcala Gurri","Max Alcala Gurri","20020911","68","178","","Barcelona","","R","2H","ESP"
"A0EE","Hussain Akbari","Hussain Akbari","","","","","","","","","IRI"
"A0EG","Ramiz Akhmerov","Ramiz Akhmerov","19530308","","","","","","","","AZE"
"A0EI","Olav Abrahamsen","Olav Abrahamsen","19580202","","","","","","","","NOR"
"A0EJ","Enrique Andrade","Enrique Andrade","19520130","","","","","","","","ECU"
"A0ES","Pedro Araujo","Pedro Araujo","20020326","73","183","2020","Lisbon","Frederico Marques","R","2H","PRT"
"A0EY","Walid Ahouda","Walid Ahouda","20031014","","","","","","","","MAR"
"A0F3","Fabrizio Andaloro","Fabrizio Andaloro","20010131","83","185","","messina","","R","2H","ITA"
"A0F7","Kaya Arinc","Kaya Arinc","19990930","","","","","","","Unknown","TUR"
"A0F9","Emiliano Aguilera","Emiliano Aguilera","20030211","75","183","","Nuevo LeÃ³n, Monterrey","Fernando Ochoa","R","2H","MEX"
"A0FC","Matteo Arnaldi","Matteo Arnaldi","20010222","71","185","2019","Alessandro Petrone, Matteo Civarolo","Sanremo, Italy","R","2H","ITA"
"A0FM","Egor Agafonov","Egor Agafonov","20020905","76","188","","Tula","Vladimir Valchkov","R","2H","RUS"
"A0FY","Peter Adolph","Peter Adolph","","","","","","","","","USA"
"A0G7","Valerio Aboian","Valerio Aboian","20020614","73","183","","Buenos Aires","Fabian Blengino","L","2H","ARG"
"A0G8","Amr Elsayed","Amr Elsayed","19990304","77","185","","Alexandria","Karim Zaher","R","2H","EGY"
"A0G9","Vesa Ahti","Vesa Ahti","19990531","","","","","","","Unknown","FIN"
"A0GB","Liova Ajavon","Liova Ajavon","19990617","","","","","","","","TOG"
"A0GC","Terence Atmane","Terence Atmane","20020109","80","193","","Saint-Martin-Boulogne","Peyre Guillaume","L","2H","FRA"
"A0GD","P. Arndt","P. Arndt","","","","","","","","","AUS"
"A0GF","Juan Carlos Arroyo","Juan Carlos Arroyo","","","","","","","","","ESP"
"A0GX","Abdulrahman Al Janahi","Abdulrahman Al Janahi","19941115","","","","","","","Unknown",""
"A0H2","Carlos Angel","Carlos Angel","","","","","","","","","COL"
"A0H3","Bill Atkins","Bill Atkins","","","","","","","","","USA"
"A0H4","Remzi Aydin","Remzi Aydin","19481028","","","","","","","","TUR"
"A0H5","Jack Adolphson","Jack Adolphson","","","","","","","","","USA"
"A0H6","Larry Axtell","Larry Axtell","","","","","","","","","USA"
"A0H7","Charles Alloo","Charles Alloo","","","","","","","","","USA"
"A0H8","Mike Adams","Mike Adams","","","","","","","","","USA"
"A0H9","Juan Arredondo","Juan Arredondo","","","","","","","","","MEX"
"A0HA","Carlos Ayala","Carlos Ayala","","","","","","","","","CHI"
"A0HB","Giuseppe Arancio","Giuseppe Arancio","","","","","","","","","ITA"
"A0HC","Giuseppe Augello","Giuseppe Augello","","","","","","","","","ITA"
"A0HD","Markku Autio","Markku Autio","","","","","","","","","FIN"
"A0HE","Roger Ashcroft","Roger Ashcroft","","","","","","","","","AUS"
"A0HF","Pedro Ast","Pedro Ast","","","","","","","","","MEX"
"A0HG","A. Amer","A. Amer","","","","","","","","","SDN"
"A0HH","William Altneu","William Altneu","","","","","","","","","USA"
"A0HM","Taym Al Azmeh","Taym Al Azmeh","20040331","72","180","","damascus","Jaber Alazmeh","R","2H","GER"
"A0HP","Arslanbek Aitkulov","Arslanbek Aitkulov","20040304","","","","","","","Unknown","KAZ"
"A0HZ","Lorenzo Angelini","Lorenzo Angelini","20060304","68","170","","Cesena","Alberto Casadei","R","1H","ITA"
"A0I0","Simone Agostini","Simone Agostini","19970329","80","185","","Civitavecchia","Daniele Musa, Michele Benso, Alessio Fiorucci","R","2H","ITA"
"A0I1","Bor Artnak","Bor Artnak","20040604","78","193","","Trbovlje","Grega Zemlja","R","2H","SLO"
"A0I3","Saud Alhogbani","Saud Alhogbani","20030115","","","","","","","","KSA"
"A0IA","Erik Arutiunian","Erik Arutiunian","20041019","88","191","","Minsk","","R","2H","BLR"
"A0ID","Issa Alharrasi","Issa Alharrasi","19990819","","","","","","","Unknown","QAT"
"A0IE","Seydina Andre","Seydina Andre","20030808","88","196","","Dijon","","R","2H","SEN"
"A0IH","Jack Anthrop","Jack Anthrop","20031105","75","188","","San Ramon, Ca","Ty Tucker, Bryan Koniecko, Jordan Belga","R","2H","USA"
"A0IK","Luciano Emanuel Ambrogi","Luciano Emanuel Ambrogi","20031119","77","188","","Rosario","Alberto Mancini","R","2H","ARG"
"A0IN","Adrian Arcon","Adrian Arcon","20010820","92","198","","Hobart","","R","Unknown","AUS"
"A0IY","Luis Carlos Alvarez","Luis Carlos Alvarez","20040903","76","175","","Mexico City","Diego MaraÃ±on","R","2H","MEX"
"A0J5","Stefan Adrian Andreescu","Stefan Adrian Andreescu","20011224","71","180","","Slobozia","Andreescu Cristian Alexandru","R","2H","ROU"
"A0JA","Michael Agwi","Michael Agwi","20030904","85","193","","Dublin","","R","2H","IRL"
"A0JF","Hernandez Aguila Abel","","19890830","","","","","","","Unknown","ESP"
"A0JU","Hector Aguilar","Hector Aguilar","","","","","","","","","MEX"
"A0JV","Alfredo Alvarez","Alfredo Alvarez","","","","","","","","","MEX"
"A0JW","Joaquin Aguilar Cardozo","Joaquin Aguilar Cardozo","20050408","72","168","","Buenos Aires","2","R","2H","URY"
"A0JX","Roberto Arellano","Roberto Arellano","","","","","","","","","MEX"
"A0JY","Davie Allan","Davie Allan","","","","","","","","","USA"
"A0K2","Federico Aguilar Cardozo","Federico Aguilar Cardozo","20050408","70","168","","Uruguay","1","R","1H","URY"
"A0K3","Nicolas Arseneault","Nicolas Arseneault","20070118","77","183","","Richmond Hill","Serge Arseneault","L","2H","CAN"
"A0K4","Mikael Arseneault","Mikael Arseneault","20070118","77","160","","Richmond HIll","","R","2H","CAN"
"A0K8","Ghanim Al Sulaiti","Ghanim Al Sulaiti","20070730","","","","","","","Unknown","QAT"
"A0K9","Najdo Abou Hassoun","Najdo Abou Hassoun","","","","","","","","","LBN"
"A0KA","Bulent Altinkaya","Bulent Altinkaya","19530129","","","","Antalya, Turkey","","","","TUR"
"A0KC","Mohammed Akbar-Baba","Mohammed Akbar-Baba","","","","","","","","","MAS"
"A0KE","Daniel Azar","Daniel Azar","20050223","","","","","","","","JAM"
"A0KH","Rodrigo Alujas","Rodrigo Alujas","20020826","70","170","","Guadalajara","Thomas Ollivier","R","2H","MEX"
"A0KI","Yemisi Allan","Yemisi Allan","","","","","","","","","NGR"
"A0KJ","Kemal Anbar","Kemal Anbar","19550523","","","","Bursa, Turkiye","","","","TUR"
"A0KQ","Izan Almazan Valiente","Izan Almazan Valiente","20060302","73","191","","Palma de Mallorca","","R","2H","ESP"
"A0KU","Enzo Aguiard","Enzo Aguiard","20020810","83","183","","Melbourne","Michael Logarzo, Asykal Azhar","R","2H","AUS"
"A0KY","Krish Arora","Krish Arora","20060129","73","185","","Mountain View, California","","R","2H","USA"
"A0LQ","Alejandro Arcila","Alejandro Arcila","20070521","70","178","","Medellin","Jeremy Paisan","R","2H","COL"
"A0N6","Patrick Agbo-Panzo","Patrick Agbo-Panzo","20021231","","","","","","","","BEN"
"A0O1","Michael Antonius","Michael Antonius","20100101","79","191","","New York City","","R","2H","USA"
"A0OH","Izyan Ahmad","Izyan Ahmad","20100603","","","","","","","Unknown","USA"
"A102","Kehinde Ajayi","Kehinde Ajayi","","","","","","","R","","NGR"
"A103","Morakinyo Akande","Morakinyo Akande","","0","0","0","","","R","Unknown","NGA"
"A104","Marcio Alegre","Marcio Alegre","","0","0","0","","","R","Unknown","BRA"
"A105","Steven Alger","Steven Alger","","84","188","","Bermuda","","L","","BER"
"A106","V. Alvarez","V. Alvarez","","0","0","0","","","R","Unknown","ESP"
"A111","Haim Arlozorov","Haim Arlozorov","","","","","","","R","","ISR"
"A112","J. Atiso","J. Atiso","","0","0","0","","","R","Unknown","GHA"
"A113","Paul Avis","Paul Avis","19580414","","","","Springs, South Africa","","R","","RSA"
"A115","Doug Adler","Doug Adler","19580120","0","0","1980","","","L","Unknown","USA"
"A118","Unknown Unknown","Unknown Unknown","19700101","","","","","","","",""
"A120","Jose Luis Arilla","Jose Luis Arilla","","","","","","","R","","ESP"
"A121","William Alvarez","William Alvarez","19341215","83","178","","Medellin, Colombia","","R","","COL"
"A122","Mohammad Hossein Akbari","Mohammad Hossein Akbari","","","","","","","R","","IRI"
"A124","Jose Ayala","Jose Ayala","19701222","76","180","","Guadalajara, Mexico","Carlos Alvarado","R","","MEX"
"A125","Mark Andrews","Mark Andrews","","0","0","0","","","R","Unknown","USA"
"A126","Carlos Alvarado","Carlos Alvarado","","","","","","","R","","BOL"
"A127","Bob Alloo","Bob Alloo","19490507","","","","Overland Park, KS, U.S.A.","","R","","USA"
"A134","Malcolm Allen","Malcolm Allen","19670713","70","178","","Los Angeles, CA","","R","","USA"
"A136","Tino Anda","Tino Anda","19680416","66","180","","Zaragoza, Spain","William Pato Alvarez","R","","ESP"
"A137","Archie Adamopoulos","Archie Adamopoulos","","0","0","0","","","R","Unknown","AUS"
"A138","Eric Amend","Eric Amend","19651117","70","180","","Berkeley, CA","","R","","USA"
"A140","Ikponwonsa Amandin","Ikponwonsa Amandin","","0","0","0","","","R","Unknown","NGA"
"A141","Jose Francisco Altur","Jose Francisco Altur","19680324","81","191","1985","Valencia, Spain","","L","","ESP"
"A143","Mauricio Aquino","Mauricio Aquino","","0","0","0","","","R","Unknown","BRA"
"A144","Antonio Altobelli","Antonio Altobelli","19660926","0","0","0","","","R","Unknown","ITA"
"A145","Taghi Akbari","Taghi Akbari","","","","","","","R","","IRI"
"A147","John Antonas","John Antonas","19510912","","","","","","R","","BAH"
"A148","Bengt Aberg","Bengt Aberg","","","","","","","R","","SWE"
"A149","Pablo Albano","Pablo Albano","19670411","79","178","1986","Buenos Aires, Argentina","","R","","ARG"
"A151","Segun Akinloye","Segun Akinloye","19681229","","","","","","R","","NGR"
"A152","Cristian Araya","Cristian Araya","19690915","0","0","0","","","R","Unknown","CHI"
"A155","G. Adeyemi","G. Adeyemi","","0","0","0","","","R","Unknown","NGA"
"A156","A. Aguilar","A. Aguilar","","0","0","0","","","R","Unknown","MEX"
"A157","Martin Aguirre","Martin Aguirre","","","","","","","R","","ECU"
"A158","Jose-Luis Aparisi","Jose-Luis Aparisi","19690311","66","178","","Valencia, Spain","","R","","ESP"
"A162","Adam Anderson","Adam Anderson","19691221","73","180","","Sydney, Australia","","R","","AUS"
"A163","Johan Anderson","Johan Anderson","19710929","78","183","","Vasteras, Sweden","","R","","AUS"
"A165","Zeeshan Ali","Zeeshan Ali","","66","180","","Calcutta, India","","R","","IND"
"A166","Paul Areh","Paul Areh","","0","0","0","","","R","Unknown","NGA"
"A167","Pedro Alatorre","Pedro Alatorre","19710209","0","0","0","","","R","Unknown","MEX"
"A169","Ian Aler","Ian Aler","19651111","","","","Costa Mesa, CA, U.S.A.","","R","","USA"
"A172","Alejandro Aramburu","Alejandro Aramburu","19690214","64","175","","Lima, Peru","","R","","PER"
"A176","Jan Apell","Jan Apell","19691104","73","183","1988","Goteborg, Sweden","","L","","SWE"
"A177","David Adams","David Adams","19700105","79","188","1989","Durban, South Africa","Lance Lockhart-Ross","R","","RSA"
"A178","Haseeb Aslam","Haseeb Aslam","","","","","","","R","","PAK"
"A180","Patrik Albertsson","Patrik Albertsson","19700607","69","183","0","Ostersund, Sweden","","L","Unknown","SWE"
"A181","Massimo Ardinghi","Massimo Ardinghi","19710306","71","175","1988","Genova, Italy","","R","","ITA"
"A182","Johan Alven","Johan Alven","19720113","","","","","","R","","SWE"
"A183","Carsten Arriens","Carsten Arriens","19690411","81","193","1991","Frankfurt, Germany","","R","","GER"
"A184","Gus Andersen","Gus Andersen","19621010","0","0","0","Salinas, CA, USA","","R","Unknown","USA"
"A185","Jose Alejos","Jose Alejos","19710116","0","0","0","","","R","Unknown","ESP"
"A187","Yacine Amier","Yacine Amier","19620228","","","","","","R","","ALG"
"A188","John Arbanas","John Arbanas","19700207","","","","","","R","","AUS"
"A189","Andres Alarcon","Andres Alarcon","","77","175","","Quito","Felipe Alarcon","R","2H","ECU"
"A190","Emilio Benfele Alvarez","Emilio Benfele Alvarez","19721115","85","183","1989","Figeras, Spain","","R","","ESP"
"A192","Grant Adams","Grant Adams","","0","0","0","","","R","Unknown","RSA"
"A194","Luis Andreotti","Luis Andreotti","","0","0","0","","","R","Unknown","ARG"
"A197","Ruben Alvarenga","Ruben Alvarenga","","","","","","","R","","PAR"
"A199","Chuck Adams","Chuck Adams","19710423","81","185","1990","Pacific Palisades, CA","David Smith","R","","USA"
"A200","Leandro Almeida","Leandro Almeida","","0","0","0","","","R","Unknown","BRA"
"A202","Wayne Arthurs","Wayne Arthurs","19710318","91","185","1990","Adelaide, S.A., Australia","","L","1H","AUS"
"A203","Karim Alami","Karim Alami","19730524","85","185","1990","Casablanca, Morocco","Pablo Martin","R","","MAR"
"A206","Nick Adams","Nick Adams","19720412","0","0","0","Essex, Great Britain","","R","Unknown","GBR"
"A207","Roberto Alvarez","Roberto Alvarez","19710223","","","","","","R","","ARG"
"A209","Xavier Avila","Xavier Avila","19731210","73","183","","Lleida, Spain","Mark Riley","R","","ESP"
"A211","Kodzo Apeti","Kodzo Apeti","","","","","","","R","","TOG"
"A212","James Anukam","James Anukam","","0","0","0","","","R","Unknown","NGA"
"A213","Stephane Andriolo","Stephane Andriolo","","","","","","","R","","FRA"
"A216","Lawrence Awopegba","Lawrence Awopegba","","","","","","","R","","NGR"
"A217","Yenesi Allen","Yenesi Allen","","","","","","","R","","NIG"
"A219","S. Anadian","S. Anadian","","0","0","0","","","R","Unknown","IND"
"A224","Patricio Arnold","Patricio Arnold","19711020","73","183","","Buenos Aires, Argentina","Eric Hayes","R","","ARG"
"A225","Salahaddine Adbib","Salahaddine Adbib","","","","","","","R","","MAR"
"A226","Hicham Arazi","Hicham Arazi","19731019","65","175","1993","Casablanca, Morocco","","L","","MAR"
"A228","Lucas Arnold Ker","Lucas Arnold Ker","19741012","76","180","1994","Buenos Aires, Argentina","","R","","ARG"
"A229","Enrique Abaroa","Enrique Abaroa","19740110","75","183","0","Monterey, Mexico","","R","Unknown","MEX"
"A233","Robert Angelo","Robert Angelo","19700731","","","","","","R","","PHI"
"A234","Pietro Angelini","Pietro Angelini","19711207","","","","","","R","","ITA"
"A235","Paulino Alonso","Paulino Alonso","19731008","0","0","0","","","R","Unknown","CHI"
"A237","Mustafa Azkara","Mustafa Azkara","19701219","","","","","","R","","TUR"
"A240","Unknown Unknown","Unknown Unknown","19700101","","","","","","","",""
"A241","Thomas Andersen","Thomas Andersen","","","","","","","R","","DEN"
"A244","Nasser-Ghanim Al-Khulaifi","Nasser-Ghanim Al-Khulaifi","19731112","","","","","","R","","QAT"
"A245","Naoki Arimoto","Naoki Arimoto","19740612","0","0","0","","","R","Unknown","JPN"
"A250","Trent Aaron","Trent Aaron","19690626","0","0","0","","","R","Unknown","USA"
"A252","Ganiyu Adelekan","Ganiyu Adelekan","19751002","","","","","","R","","NGR"
"A253","Afizal Abu Othman","Afizal Abu Othman","19731225","","","","","","R","Unknown","MAS"
"A254","Sergio Ayo","Sergio Ayo","","","","","","","R","Unknown","USA"
"A255","Gordon Asciak","Gordon Asciak","","","","","","","R","","MLT"
"A260","Timothy Aerts","Timothy Aerts","19760914","0","0","0","","","R","Unknown","BEL"
"A264","Enzo Artoni","Enzo Artoni","19760127","0","0","0","","","R","Unknown","ITA"
"A265","Pedro Araujo","Pedro Araujo","19741122","0","0","0","","","R","Unknown","PRT"
"A267","Maurice Arraes","Maurice Arraes","","0","0","0","","","R","Unknown","BRA"
"A270","Charles Auffray","Charles Auffray","19730224","83","183","1996","","","R","","FRA"
"A271","Alexandre Almeida","Alexandre Almeida","","0","0","0","","","R","Unknown","BRA"
"A272","Julian Alonso","Julian Alonso","19770802","82","185","1996","Canet de Mar, Spain","Jordi Burillo","R","","ESP"
"A276","Jan Frode Andersen","Jan Frode Andersen","19720829","85","191","1997","Asker, Norway","","L","2H","NOR"
"A277","Remiginsz Adamek","Remiginsz Adamek","","0","0","0","","","R","Unknown","POL"
"A278","Daniel Andersson","Daniel Andersson","19761228","0","0","0","","","R","Unknown","SWE"
"A280","Henrik Andersson","Henrik Andersson","19770502","","","","","","R","","SWE"
"A293","Yves Allegro","Yves Allegro","19780824","82","183","1997","Grone, Switzerland","Ivo Werner","R","","SUI"
